measuring location,id,datetime,S3 location,IP address,network latency,1kb (retrieval latency),10kb,100kb,1mb,10mb
ireland,174,19.11-23.30,frankfurt,54.230.187.34,18.175,.018111,.018104,.018038,.018143,.018062,
ireland,175,20.11-00.30,frankfurt,54.192.30.184,1.429,.001230,.001195,.001295,.001096,.001328,
ireland,176,20.11-01.30,frankfurt,54.192.30.227,1.263,.001232,.001478,.001195,.000946,.001168,
ireland,177,20.11-02.30,frankfurt,54.230.30.249,1.333,.000991,.001261,.001163,.001153,.001228,
ireland,178,20.11-03.30,frankfurt,54.230.30.73,1.562,.000988,,.000980,.001139,.000965,
ireland,179,20.11-04.30,frankfurt,54.230.30.221,1.246,.001134,.000934,.001173,.001410,.001264,
ireland,180,20.11-05.30,frankfurt,54.230.20.118,86.200,.085665,.089540,.088173,.085558,.089764,
ireland,181,20.11-06.30,frankfurt,54.230.30.7,1.521,.001007,.001252,.000959,.001184,.000923,
ireland,182,20.11-07.30,frankfurt,54.230.30.52,1.302,.001481,.001117,.001000,.001411,.001182,
ireland,183,20.11-08.30,frankfurt,54.192.30.190,1.180,.001161,.001221,.001216,.001213,.001157,
ireland,184,20.11-09.30,frankfurt,54.230.30.37,1.289,.001133,.001247,.001304,.001240,.001104,
ireland,185,20.11-10.30,frankfurt,216.137.41.78,89.663,.085367,.089570,.085368,.085874,.087442,
ireland,186,20.11-11.30,frankfurt,54.192.30.214,1.311,.001131,.001121,.001176,.001189,.001685,
ireland,187,20.11-12.30,frankfurt,54.230.30.58,1.368,.001163,.001429,.001179,.000977,.001153,
ireland,188,20.11-13.30,frankfurt,54.230.20.101,89.779,.089502,.086229,.085561,.086437,.088396,
singapore,0,19.11-17.35,oregon,,0.728,.000629,.000423,.000712,,,
singapore,1,19.11-18.35,oregon,54.192.159.177,0.733,.000686,.000659,.000631,.000684,.000637,
singapore,2,19.11-19.35,oregon,54.230.158.150,0.784,.000712,.000698,.000665,.000687,.000649,
singapore,3,19.11-20.35,oregon,54.230.158.223,0.696,.000667,.000658,.000646,.000698,.000710,
singapore,4,19.11-21.35,oregon,54.192.159.173,0.787,.000665,.000412,.000662,.000641,.000339,
singapore,5,19.11-22.35,oregon,54.230.159.132,0.730,.000482,,,.000433,.000620,
singapore,6,19.11-23.35,oregon,54.230.151.214,1.438,.001438,,.001197,.001475,.001489,
singapore,7,20.11-00.35,oregon,54.230.158.80,0.773,.001354,.000557,.000709,.000779,.000630,
singapore,8,20.11-01.35,oregon,54.230.149.71,1.549,.001225,.001431,.001409,.001407,.001427,
singapore,9,20.11-02.35,oregon,54.192.157.149,0.722,.000715,.000706,.000653,.000879,.000701,
singapore,10,20.11-03.35,oregon,54.230.159.137,0.737,.000657,.000595,.000555,.000393,.000639,
singapore,11,20.11-04.35,oregon,54.230.158.217,0.750,.000677,.000638,.000509,.000640,.000668,
singapore,12,20.11-05.35,oregon,54.230.150.15,1.572,.001657,.001544,.001224,.001411,.001369,
singapore,13,20.11-06.35,oregon,54.230.157.230,0.762,.000753,.000661,.000530,.000698,.000754,
singapore,14,20.11-07.35,oregon,54.192.157.156,0.775,.000573,.000607,.000623,.000671,.000686,
singapore,15,20.11-08.35,oregon,54.230.150.159,1.560,.001508,.001405,.001203,.001422,.001421,
singapore,16,20.11-09.35,oregon,54.230.158.246,0.691,.000472,.000704,.000668,.000672,.000714,
singapore,17,20.11-10.35,oregon,54.230.148.75,1.452,.001521,.001417,.001535,.001369,.001179,
singapore,18,20.11-11.35,oregon,54.230.158.225,0.751,.000724,.000587,,.000627,.000735,
singapore,19,20.11-12.35,oregon,54.230.158.207,0.787,.000401,.000619,.000664,.000636,.000847,
singapore,20,20.11-13.35,oregon,54.192.159.155,0.703,.000452,.000638,.000372,.000454,.000457,
singapore,21,19.11-17.35,california,54.192.159.72,0.796,.000481,.000637,.000688,.000718,.000383,
singapore,22,19.11-18.35,california,54.230.158.80,0.701,.000686,.000519,.000651,.000672,.000666,
singapore,23,19.11-19.35,california,54.230.158.252,0.690,.000661,.000628,.000448,.000728,.000606,
singapore,24,19.11-20.35,california,54.230.158.80,0.797,.000666,.000386,.000614,.000660,.000466,
singapore,25,19.11-21.35,california,54.230.159.150,0.723,.000728,.000509,.000409,.000503,.000653,
singapore,26,19.11-22.35,california,54.192.156.109,0.775,.000453,.000662,.000422,.000632,.000678,
singapore,27,19.11-23.35,california,54.230.151.150,1.546,.001373,,.001203,.001422,.001470,
singapore,28,20.11-00.35,california,54.192.157.146,0.723,.000632,.000677,.000688,.000586,.000575,
singapore,29,20.11-01.35,california,54.192.156.102,0.738,.000401,.000687,.000735,.000697,.000697,
singapore,30,20.11-02.35,california,54.230.158.223,0.737,.000677,.000717,.000691,.000744,.000621,
singapore,31,20.11-03.35,california,54.230.150.40,1.442,.001162,.001424,.001449,.001217,.001391,
singapore,32,20.11-04.35,california,54.230.150.148,1.482,.001468,.001381,.001183,.001622,.001370,
singapore,33,20.11-05.35,california,54.192.159.97,0.688,.000600,.000652,.000674,.000702,.000437,
singapore,34,20.11-06.35,california,54.230.149.232,1.521,.001430,.001490,.001390,.001452,.001252,
singapore,35,20.11-07.35,california,54.230.151.150,1.430,.001380,.001180,.001470,.001495,.001460,
singapore,36,20.11-08.35,california,54.230.150.45,1.611,.001448,.001325,.001191,.001188,.001458,
singapore,37,20.11-09.35,california,54.230.149.215,1.498,.001384,.001431,.001316,.001450,.001431,
singapore,38,20.11-10.35,california,54.230.150.27,1.410,.001464,.001475,.001229,.001237,.001437,
singapore,39,20.11-11.35,california,54.230.159.143,0.729,.000479,,,.000416,.000626,
singapore,40,20.11-12.35,california,54.230.157.230,0.742,.000429,.000650,.000610,.000618,.000642,
singapore,41,20.11-13.35,california,54.230.150.109,1.515,.001414,.001369,.001453,.001395,.001480,
singapore,42,19.11-17.35,singapore,54.230.158.179,0.758,.000409,.000738,.000409,.000654,.000679,
singapore,43,19.11-18.35,singapore,54.230.158.148,0.756,.000697,.000685,.000713,.000448,.000647,
singapore,44,19.11-19.35,singapore,54.240.168.128,0.676,.000427,.000403,.000658,.000451,.000432,
singapore,45,19.11-20.35,singapore,54.230.150.29,1.556,.001442,.001447,.001399,.001391,.001176,
singapore,46,19.11-21.35,singapore,54.230.158.217,0.722,.000517,.000675,.000568,.000694,.000640,
singapore,47,19.11-22.35,singapore,54.230.159.153,0.750,.000634,.000687,.000632,.000687,.000698,
singapore,48,19.11-23.35,singapore,54.192.157.149,0.756,.000414,.000441,.000565,.000634,.000701,
singapore,49,20.11-00.35,singapore,54.230.158.217,0.709,.000658,.000454,.000649,.000385,.000614,
singapore,50,20.11-01.35,singapore,54.230.156.193,0.730,.000677,.000660,.000637,.000617,.000687,
singapore,51,20.11-02.35,singapore,54.192.159.173,0.715,,,,.000625,.000585,
singapore,52,20.11-03.35,singapore,54.192.159.174,0.691,.000734,.000669,.000715,.000594,.000619,
singapore,53,20.11-04.35,singapore,54.230.158.205,0.844,,,.000645,.000518,.000685,
singapore,54,20.11-05.35,singapore,54.230.150.30,1.482,.002460,.001373,.001316,.001484,.001488,
singapore,55,20.11-06.35,singapore,54.230.150.30,1.526,.001226,.001367,.001419,.001401,.001410,
singapore,56,20.11-07.35,singapore,54.230.150.106,1.454,.001427,,,.001286,.001440,
singapore,57,20.11-08.35,singapore,54.230.159.7,0.703,.000381,.000712,.000712,.000436,.000437,
singapore,58,20.11-09.35,singapore,54.230.158.205,0.784,.000686,.000725,.000916,.000685,.000657,
singapore,59,20.11-10.35,singapore,54.192.159.73,0.738,.000828,.000660,.000668,.000612,.000672,
singapore,60,20.11-11.35,singapore,54.230.150.33,1.510,.001249,.001328,.001383,.001359,.001357,
singapore,61,20.11-12.35,singapore,54.230.158.223,0.713,.000585,.000663,.000667,.000627,.000598,
singapore,62,20.11-13.35,singapore,54.230.156.193,0.709,.000575,.000407,.000682,.000691,.000409,
singapore,63,19.11-17.35,ireland,54.192.159.78,0.774,.000627,.000696,.000675,.000418,.000711,
singapore,64,19.11-18.35,ireland,54.230.157.230,1.510,.000716,.000622,.000730,.000671,.000624,
singapore,65,19.11-19.35,ireland,54.192.157.141,0.743,.000718,.000459,.000637,.000653,.000717,
singapore,66,19.11-20.35,ireland,54.230.158.182,0.695,.000711,.000677,.000461,.000409,.000695,
singapore,67,19.11-21.35,ireland,54.230.158.182,0.722,.000429,.000659,.000619,.000639,.000686,
singapore,68,19.11-22.35,ireland,54.230.149.156,1.535,.001218,.001474,.001458,.001180,.001385,
singapore,69,19.11-23.35,ireland,54.230.150.74,1.504,.001412,.001374,.001519,.001650,.001437,
singapore,70,20.11-00.35,ireland,54.230.150.45,1.417,.001628,,,.001391,.001196,
singapore,71,20.11-01.35,ireland,54.230.150.40,1.455,.001414,.001463,.001441,.001458,.001461,
singapore,72,20.11-02.35,ireland,54.230.150.69,1.536,.001454,.001391,.001397,.001186,.001343,
singapore,73,20.11-03.35,ireland,54.192.159.180,0.759,.000448,.000410,.000632,.000601,.000398,
singapore,74,20.11-04.35,ireland,54.230.149.226,1.445,.001469,.001406,.001418,.001438,.001418,
singapore,75,20.11-05.35,ireland,54.192.159.101,0.711,.000422,.000665,.000392,.000598,.000704,
singapore,76,20.11-06.35,ireland,54.230.156.193,0.719,.000652,.000589,.000473,.000712,.000661,
singapore,77,20.11-07.35,ireland,54.230.158.225,0.698,.000692,.000630,.000646,.000887,.000436,
singapore,78,20.11-08.35,ireland,54.230.150.27,1.873,.001247,.001168,.001208,.001457,.001493,
singapore,79,20.11-09.35,ireland,54.230.156.40,1.113,.000675,.000515,.000644,.000685,.000656,
singapore,80,20.11-10.35,ireland,54.230.158.205,0.748,.000472,.000637,.000576,.000710,.000479,
singapore,81,20.11-11.35,ireland,54.192.159.162,0.736,.000644,.000560,.000629,.000819,.000690,
singapore,82,20.11-12.35,ireland,54.230.158.243,0.762,.000429,.000662,.000686,.000689,.000658,
singapore,83,20.11-13.35,ireland,54.230.157.86,0.720,.000436,.000620,.000705,.000437,.000564,
singapore,84,19.11-17.35,sydney,54.230.158.152,0.666,.000695,.000658,.000630,.000631,.000675,
singapore,85,19.11-18.35,sydney,54.230.150.31,1.539,.001370,.001454,.001393,,.001432,
singapore,86,19.11-19.35,sydney,54.230.158.80,0.680,.000488,.000696,.000567,.000532,.000877,
singapore,87,19.11-20.35,sydney,54.230.150.155,1.540,.001454,.001425,.001396,.001459,.001199,
singapore,88,19.11-21.35,sydney,54.230.150.29,1.593,.001208,.001537,.001441,.001502,.001475,
singapore,89,19.11-22.35,sydney,54.230.149.71,1.566,.001215,.001472,.001445,.001454,.001420,
singapore,90,19.11-23.35,sydney,54.230.159.153,0.736,.000903,.000525,.000349,.000401,.000404,
singapore,91,20.11-00.35,sydney,54.230.158.211,0.764,.000653,.000698,.000688,.000660,.000577,
singapore,92,20.11-01.35,sydney,54.230.159.4,0.728,,,,.000639,.000641,
singapore,93,20.11-02.35,sydney,54.230.156.40,0.723,.000722,.000719,.000414,.000634,.000689,
singapore,94,20.11-03.35,sydney,54.230.149.227,1.481,.001459,.001568,.001414,.001358,.001428,
singapore,95,20.11-04.35,sydney,54.192.159.168,0.817,.000716,.000700,.000616,.000644,.000395,
singapore,96,20.11-05.35,sydney,54.192.159.164,0.700,,,,.000640,.000594,
singapore,97,20.11-06.35,sydney,54.192.159.174,0.698,.000710,.000684,.000598,.000661,.000661,
singapore,98,20.11-07.35,sydney,54.230.150.151,1.507,.001393,.001214,.001452,.001393,.001394,
singapore,99,20.11-08.35,sydney,54.230.149.215,1.599,.001375,.001215,.001437,.001212,.001381,
singapore,100,20.11-09.35,sydney,54.230.151.252,1.532,.001420,.001220,.001448,.001428,.001454,
singapore,101,20.11-10.35,sydney,54.230.149.214,1.516,.001220,.001247,.001434,.001436,.001423,
singapore,102,20.11-11.35,sydney,54.230.157.230,0.739,.000675,.000438,.000592,.000567,.000420,
singapore,103,20.11-12.35,sydney,54.192.159.164,0.696,,.000683,.000683,.000439,.000643,
singapore,104,20.11-13.35,sydney,54.230.158.149,0.946,.000693,.000694,.000771,.000663,.000603,
singapore,105,19.11-17.35,usstandard,54.230.159.152,0.703,.000459,.000675,.000680,.000543,.000683,
singapore,106,19.11-18.35,usstandard,54.240.168.128,0.699,.000658,.000723,.000671,.000601,.000366,
singapore,107,19.11-19.35,usstandard,54.230.150.32,1.586,.001469,.001444,.001469,.001284,.002281,
singapore,108,19.11-20.35,usstandard,54.230.156.193,0.716,.000479,.000609,.000864,.000677,.000650,
singapore,109,19.11-21.35,usstandard,54.192.157.146,0.732,.000736,.000668,.000490,.000687,.000466,
singapore,110,19.11-22.35,usstandard,54.230.159.153,0.635,.000650,.000674,.000696,.000707,.000657,
singapore,111,19.11-23.35,usstandard,54.230.156.193,0.638,.000710,.000613,,.000419,.000710,
singapore,112,20.11-00.35,usstandard,54.192.159.173,0.640,,,,.000433,.000723,
singapore,113,20.11-01.35,usstandard,54.192.159.180,0.700,.000432,.000556,.000646,.000648,.000630,
singapore,114,20.11-02.35,usstandard,54.230.159.132,0.718,.000673,.000599,.000678,.000663,.000641,
singapore,115,20.11-03.35,usstandard,54.192.156.109,0.702,.000606,.000524,.000713,.000668,.000903,
singapore,116,20.11-04.35,usstandard,54.230.150.38,1.625,.001387,.001477,.001418,.001403,.001406,
singapore,117,20.11-05.35,usstandard,54.230.158.211,0.746,.000780,.000472,.000435,.000658,.000751,
singapore,118,20.11-06.35,usstandard,54.230.159.4,0.724,.000708,.000364,.000676,.000627,.000660,
singapore,119,20.11-07.35,usstandard,54.230.150.16,1.491,.001465,.001229,.001474,.001420,.001637,
singapore,120,20.11-08.35,usstandard,54.230.159.124,0.730,.000643,.000516,.000720,.000428,.000583,
singapore,121,20.11-09.35,usstandard,54.230.149.232,1.479,.001483,.001392,.001480,.001285,.001427,
singapore,122,20.11-10.35,usstandard,54.192.157.155,0.692,.000561,.000390,.000660,.000403,.000715,
singapore,123,20.11-11.35,usstandard,54.230.150.27,1.561,.001203,.001402,.001437,.001437,.001466,
singapore,124,20.11-12.35,usstandard,54.230.150.15,1.455,.001529,.001450,.001510,.001396,.001422,
singapore,125,20.11-13.35,usstandard,54.230.150.69,1.503,,,,.001434,.001364,
singapore,126,20.11-14.35,usstandard,54.230.158.138,0.693,.000501,.000454,.000599,.000761,.000711,
singapore,127,19.11-17.35,saopaulo,,0.679,.000647,.000661,.000428,.000713,,
singapore,128,19.11-18.35,saopaulo,54.192.156.106,0.678,.000665,.000706,.000674,.000706,.000624,
singapore,129,19.11-19.35,saopaulo,54.230.158.182,0.862,.000683,.000652,.000656,.000708,.000474,
singapore,130,19.11-20.35,saopaulo,,1.566,.001453,.001243,.001464,.001437,,
singapore,131,19.11-21.35,saopaulo,54.230.158.152,0.721,,,,.000450,.000549,
singapore,132,19.11-22.35,saopaulo,54.192.156.109,0.756,.000673,.000640,.000669,.000662,.000915,
singapore,133,19.11-23.35,saopaulo,54.230.159.132,0.651,.000448,.000667,.000661,.000650,.000604,
singapore,134,20.11-00.35,saopaulo,54.230.156.40,0.741,.000624,.000676,.000439,.000637,.000652,
singapore,135,20.11-01.35,saopaulo,54.230.158.231,0.742,.000663,.000420,.000631,.000672,.000700,
singapore,136,20.11-02.35,saopaulo,54.230.159.148,0.708,.000389,.000641,.000654,.000483,.000694,
singapore,137,20.11-03.35,saopaulo,54.230.150.15,1.440,.001214,.001446,.001180,.001405,.001453,
singapore,138,20.11-04.35,saopaulo,54.192.159.98,0.715,.000742,.000661,.001093,.000679,.000458,
singapore,139,20.11-05.35,saopaulo,54.230.150.36,1.540,.001456,.001446,.001754,.001412,.001470,
singapore,140,20.11-06.35,saopaulo,54.230.150.220,1.418,.001448,.001457,.001415,.001430,.001383,
singapore,141,20.11-07.35,saopaulo,54.192.159.158,0.655,.000653,.000683,.000632,.000620,.000435,
singapore,142,20.11-08.35,saopaulo,54.230.151.219,1.715,.001405,.001361,.001439,.001354,.001340,
singapore,143,20.11-09.35,saopaulo,54.230.158.189,0.895,.000406,.000619,.000700,.000577,.000584,
singapore,144,20.11-10.35,saopaulo,54.192.156.102,0.702,.000621,.000402,,.000688,.000691,
singapore,145,20.11-11.35,saopaulo,54.192.157.136,0.666,.000607,.000713,,.000635,.000488,
singapore,146,20.11-12.35,saopaulo,54.230.150.47,1.550,,.001223,.001690,.001439,.001422,
singapore,147,20.11-13.35,saopaulo,54.230.159.125,0.717,.000453,.000667,.000635,.000639,.000620,
singapore,148,20.11-14.35,saopaulo,54.230.149.97,1.464,.001475,.001511,.001176,.001474,.001163,
singapore,149,19.11-17.35,tokyo,54.192.157.146,0.690,.000410,.000680,.000659,.000384,.000598,
singapore,150,19.11-18.35,tokyo,54.192.157.151,0.654,.000687,.000433,.000608,.000403,.000675,
singapore,151,19.11-19.35,tokyo,54.230.158.182,0.752,.000656,.000691,.000443,.000684,.000457,
singapore,152,19.11-20.35,tokyo,54.230.158.152,0.675,.000417,.000685,.000626,.000741,.000684,
singapore,153,19.11-21.35,tokyo,54.192.159.173,0.754,.000435,.000625,.000427,.000638,.000448,
singapore,154,19.11-22.35,tokyo,54.230.158.246,0.718,.000419,,,.000635,.000626,
singapore,155,19.11-23.35,tokyo,54.230.150.30,1.580,.001436,,.001731,.001388,.001449,
singapore,156,20.11-00.35,tokyo,54.230.158.241,0.662,.000677,.000678,.000702,.000747,.000673,
singapore,157,20.11-01.35,tokyo,54.230.156.193,0.828,.000659,.000611,.000703,.000622,.000691,
singapore,158,20.11-02.35,tokyo,54.192.159.180,0.640,.000661,.000422,.000683,.000657,.000669,
singapore,159,20.11-03.35,tokyo,54.230.158.241,0.815,.000634,.000422,.000374,.000714,.000675,
singapore,160,20.11-04.35,tokyo,54.192.156.100,0.742,.000696,.000683,.000610,.000416,.000568,
singapore,161,20.11-05.35,tokyo,54.230.158.180,0.610,.000415,.000628,.000665,.000651,.000705,
singapore,162,20.11-06.35,tokyo,54.230.150.65,1.570,.001506,.001431,.001508,.001513,.001467,
singapore,163,20.11-07.35,tokyo,54.230.150.42,1.560,.001631,.001461,.001460,.001458,.001200,
singapore,164,20.11-08.35,tokyo,54.192.159.174,0.668,,,.000369,.000458,.000595,
singapore,165,20.11-09.35,tokyo,54.230.151.226,1.521,.001215,.001239,.001517,.001455,.001445,
singapore,166,20.11-10.35,tokyo,54.230.158.225,0.752,.000757,.000655,.000758,.000457,.000597,
singapore,167,20.11-11.35,tokyo,54.230.158.246,0.724,.000436,.000436,.000681,.000652,.000729,
singapore,168,20.11-12.35,tokyo,54.192.159.168,0.708,.000436,.000677,.000440,.000617,.000651,
singapore,169,20.11-13.35,tokyo,54.230.158.182,0.787,.000697,.000444,.000574,.000449,.000707,
singapore,170,20.11-14.35,tokyo,54.230.159.137,0.729,.000666,.000690,.000433,.000404,.000505,
singapore,171,19.11-17.35,frankfurt,54.230.159.147,0.663,.000645,.000657,.000585,.000713,.000660,
singapore,172,19.11-18.35,frankfurt,54.230.159.132,0.687,.000670,.000446,.000560,.000730,.000672,
singapore,173,19.11-19.35,frankfurt,54.230.150.63,1.543,.001470,.001414,.001428,.001422,.001433,
singapore,174,19.11-20.35,frankfurt,54.230.159.150,0.739,.000686,.000657,.000921,.000671,.000374,
singapore,175,19.11-21.35,frankfurt,54.230.150.29,1.550,.001394,.001468,.001457,.001195,.001405,
singapore,176,19.11-22.35,frankfurt,54.230.159.132,0.830,.000582,.000646,.000662,.000717,.000713,
singapore,177,19.11-23.35,frankfurt,54.230.158.246,0.793,.000713,.000597,.000674,.000652,.000462,
singapore,178,20.11-00.35,frankfurt,54.230.156.40,0.761,.000382,.000363,.000755,.000685,.000645,
singapore,179,20.11-01.35,frankfurt,54.230.150.63,1.512,,.001432,.001437,.002001,.001380,
singapore,180,20.11-02.35,frankfurt,54.230.159.7,0.711,.000654,.000665,.000425,.000623,.000637,
singapore,181,20.11-03.35,frankfurt,54.192.157.146,0.890,,,,.000644,.000407,
singapore,182,20.11-04.35,frankfurt,54.230.150.31,1.504,.001235,.001390,.001480,.001484,.001182,
singapore,183,20.11-05.35,frankfurt,54.230.159.145,0.700,.000705,.000666,.000415,.000673,.000662,
singapore,184,20.11-06.35,frankfurt,54.230.159.130,0.762,,,.000703,.000425,.000644,
singapore,185,20.11-07.35,frankfurt,54.192.159.158,0.677,,,,.000682,.000463,
singapore,186,20.11-08.35,frankfurt,54.230.158.223,0.681,.000674,.000630,.000613,.000648,.000706,
singapore,187,20.11-09.35,frankfurt,54.230.158.190,0.705,.000406,.000703,.000670,.000722,.000662,
singapore,188,20.11-10.35,frankfurt,54.230.158.147,0.678,.000649,.000668,.000400,.000709,.000649,
singapore,189,20.11-11.35,frankfurt,54.230.150.31,1.509,.001591,.001467,.001489,.001451,.001409,
singapore,190,20.11-12.35,frankfurt,54.192.157.142,1.262,,.000702,.000638,.000692,.000549,
singapore,191,20.11-13.35,frankfurt,54.192.159.169,0.780,.000611,.000697,.000422,.000664,.000710,
singapore,192,20.11-14.35,frankfurt,54.230.151.44,1.568,.001416,.001429,.001399,.001444,.001471,
